12.06,0.12,0,2,2
16.22,0.17,0,2,3
22.58,0.2,0,2,4
90.2,0.87,0,2,5
90.2,0.91,0,2,6
3.37,0.05,0,3,2
3.6,0.06,0,3,3
3.7,0.03,0,3,4
3.73,0.02,0,3,5
4.56,0.02,0,3,6
1.93,0.02,0,4,2
1.77,0,0,4,3
2,0,0,4,4
1.53,0,0,4,5
1.77,0,0,4,6
6.49,0.07,0,5,2
4.08,0.06,0,5,3
2.33,0.01,0,5,4
1.68,0,0,5,5
1.51,0,0,5,6
49.38,0.31,0.5,2,2
90.2,0.89,0.5,2,3
90.2,0.94,0.5,2,4
90.2,0.89,0.5,2,5
90.2,0.95,0.5,2,6
4.15,0.11,0.5,3,2
5.32,0.1,0.5,3,3
9.52,0.06,0.5,3,4
22.89,0.32,0.5,3,5
75.81,0.59,0.5,3,6
2.06,0.02,0.5,4,2
2.24,0,0.5,4,3
2.42,0.02,0.5,4,4
3.35,0.01,0.5,4,5
3.45,0.01,0.5,4,6
8.73,0.11,0.5,5,2
5.57,0.07,0.5,5,3
2.92,0.03,0.5,5,4
1.85,0,0.5,5,5
2.2,0,0.5,5,6
